state,hour_utc,weekday,spread_bucket,n,best_pf,sl_mult,tp_mult,step_pips,lock_pips,max_hold_sec,n_trades,pf_h180,pf_h300,pf_h600,pf_h900,tr_h180,tr_h300,tr_h600,tr_h900,error
BREAKOUT,3,0,mid,2667,0.9388722223469985,3.0,1.0,0.4,0.5,900,889,0.9388722223469985,0.9388722223469985,0.9388722223469985,0.9388722223469985,889,889,889,889,
NEUTRAL,11,0,low,15163,0.9387037852727903,3.0,1.0,0.4,0.5,900,5054,0.9387037852727903,0.9387037852727903,0.9387037852727903,0.9387037852727903,5054,5054,5054,5054,
DEAD,5,1,low,446,0.9386612316973852,3.0,1.0,0.4,0.5,900,149,0.9386612316973852,0.9386612316973852,0.9386612316973852,0.9386612316973852,149,149,149,149,
NEUTRAL,1,1,low,15111,0.9386520288015177,3.0,1.0,0.4,0.5,900,5037,0.9386520288015177,0.9386520288015177,0.9386520288015177,0.9386520288015177,5037,5037,5037,5037,
SQUEEZE,2,3,low,4475,0.9385584025701115,3.0,1.0,0.4,0.5,900,1492,0.9385584025701115,0.9385584025701115,0.9385584025701115,0.9385584025701115,1492,1492,1492,1492,
BREAKOUT,8,2,mid,4371,0.9384430341048642,3.0,1.0,0.4,0.5,900,1457,0.9384430341048642,0.9384430341048642,0.9384430341048642,0.9384430341048642,1457,1457,1457,1457,
NEUTRAL,23,3,mid,7116,0.9382286664916302,3.0,1.0,0.4,0.5,900,2372,0.9382286664916302,0.9382286664916302,0.9382286664916302,0.9382286664916302,2372,2372,2372,2372,
TRENDBURST,1,2,high,2308,0.9381290580811246,3.0,1.0,0.4,0.5,900,769,0.9381290580811246,0.9381290580811246,0.9381290580811246,0.9381290580811246,769,769,769,769,
BREAKOUT,22,6,low,2184,0.9375272102455113,3.0,1.0,0.4,0.5,900,728,0.9375272102455113,0.9375272102455113,0.9375272102455113,0.9375272102455113,728,728,728,728,
TRENDBURST,4,2,mid,1421,0.9373560128835076,3.0,1.0,0.4,0.5,900,474,0.9373560128835076,0.9373560128835076,0.9373560128835076,0.9373560128835076,474,474,474,474,
SQUEEZE,20,1,high,266,0.937185122430159,3.0,1.0,0.4,0.5,900,89,0.937185122430159,0.937185122430159,0.937185122430159,0.937185122430159,89,89,89,89,
TRENDBURST,2,2,low,6735,0.9369368238582797,3.0,1.0,0.4,0.5,900,2245,0.9369368238582797,0.9369368238582797,0.9369368238582797,0.9369368238582797,2245,2245,2245,2245,
BREAKOUT,16,3,high,5480,0.9367417977465474,3.0,1.0,0.4,0.5,900,1827,0.9367417977465474,0.9367417977465474,0.9367417977465474,0.9367417977465474,1827,1827,1827,1827,
BREAKOUT,20,2,mid,3237,0.936603170560288,3.0,1.0,0.4,0.5,900,1079,0.936603170560288,0.936603170560288,0.936603170560288,0.936603170560288,1079,1079,1079,1079,
SQUEEZE,7,0,low,843,0.9360325191023661,3.0,1.0,0.4,0.5,900,281,0.9360325191023661,0.9360325191023661,0.9360325191023661,0.9360325191023661,281,281,281,281,
DEAD,0,3,low,196,0.9359605357264548,3.0,1.0,0.4,0.5,900,65,0.9359605357264548,0.9359605357264548,0.9359605357264548,0.9359605357264548,65,65,65,65,
SQUEEZE,5,1,mid,463,0.9353139974835459,3.0,1.0,0.4,0.5,900,154,0.9353139974835459,0.9353139974835459,0.9353139974835459,0.9353139974835459,154,154,154,154,
NEUTRAL,3,3,mid,4456,0.9352216193728441,3.0,1.0,0.4,0.5,900,1485,0.9352216193728441,0.9352216193728441,0.9352216193728441,0.9352216193728441,1485,1485,1485,1485,
SQUEEZE,13,1,low,400,0.9347082908441827,3.0,1.0,0.4,0.5,900,133,0.9347082908441827,0.9347082908441827,0.9347082908441827,0.9347082908441827,133,133,133,133,
SQUEEZE,20,2,low,4367,0.934326180987779,3.0,1.0,0.4,0.5,900,1456,0.934326180987779,0.934326180987779,0.934326180987779,0.934326180987779,1456,1456,1456,1456,
BREAKOUT,16,1,high,5466,0.9335322586641648,3.0,1.0,0.4,0.5,900,1822,0.9335322586641648,0.9335322586641648,0.9335322586641648,0.9335322586641648,1822,1822,1822,1822,
BREAKOUT,11,1,high,6280,0.9334272688802079,3.0,1.0,0.4,0.5,900,2093,0.9334272688802079,0.9334272688802079,0.9334272688802079,0.9334272688802079,2093,2093,2093,2093,
NEUTRAL,9,1,high,10049,0.9333387898475329,3.0,1.0,0.4,0.5,900,3350,0.9333387898475329,0.9333387898475329,0.9333387898475329,0.9333387898475329,3350,3350,3350,3350,
NEUTRAL,9,4,low,15350,0.9324335055711074,3.0,1.0,0.4,0.5,900,5117,0.9324335055711074,0.9324335055711074,0.9324335055711074,0.9324335055711074,5117,5117,5117,5117,
BREAKOUT,1,4,mid,3413,0.9316265218602572,3.0,1.0,0.4,0.5,900,1138,0.9316265218602572,0.9316265218602572,0.9316265218602572,0.9316265218602572,1138,1138,1138,1138,
NEUTRAL,10,2,high,9899,0.9314930994120114,3.0,1.0,0.4,0.5,900,3300,0.9314930994120114,0.9314930994120114,0.9314930994120114,0.9314930994120114,3300,3300,3300,3300,
TRENDBURST,14,4,mid,1404,0.9314752944129917,3.0,1.0,0.4,0.5,900,468,0.9314752944129917,0.9314752944129917,0.9314752944129917,0.9314752944129917,468,468,468,468,
BREAKOUT,0,1,mid,3557,0.9313657285308882,3.0,1.0,0.4,0.5,900,1186,0.9313657285308882,0.9313657285308882,0.9313657285308882,0.9313657285308882,1186,1186,1186,1186,
NEUTRAL,18,1,high,12877,0.9309243690104916,3.0,1.0,0.4,0.5,900,4292,0.9309243690104916,0.9309243690104916,0.9309243690104916,0.9309243690104916,4292,4292,4292,4292,
DEAD,21,3,mid,633,0.9307632383824119,3.0,1.0,0.4,0.5,900,211,0.9307632383824119,0.9307632383824119,0.9307632383824119,0.9307632383824119,211,211,211,211,
NEUTRAL,13,0,mid,7525,0.9305689093333994,3.0,1.0,0.4,0.5,900,2508,0.9305689093333994,0.9305689093333994,0.9305689093333994,0.9305689093333994,2508,2508,2508,2508,
BREAKOUT,23,6,xhigh,1193,0.9300381395741958,3.0,1.0,0.4,0.5,900,398,0.9300381395741958,0.9300381395741958,0.9300381395741958,0.9300381395741958,398,398,398,398,
TRENDBURST,1,1,mid,1159,0.9298266609788849,3.0,1.0,0.4,0.5,900,386,0.9298266609788849,0.9298266609788849,0.9298266609788849,0.9298266609788849,386,386,386,386,
NEUTRAL,8,0,low,15160,0.9295730406026361,3.0,1.0,0.4,0.5,900,5053,0.9295730406026361,0.9295730406026361,0.9295730406026361,0.9295730406026361,5053,5053,5053,5053,
TRENDBURST,9,4,low,5533,0.9294731113600823,3.0,1.0,0.4,0.5,900,1844,0.9294731113600823,0.9294731113600823,0.9294731113600823,0.9294731113600823,1844,1844,1844,1844,
NEUTRAL,12,2,mid,7228,0.9292940156080934,3.0,1.0,0.4,0.5,900,2409,0.9292940156080934,0.9292940156080934,0.9292940156080934,0.9292940156080934,2409,2409,2409,2409,
BREAKOUT,6,2,low,13683,0.9286608920449525,3.0,1.0,0.4,0.5,900,4561,0.9286608920449525,0.9286608920449525,0.9286608920449525,0.9286608920449525,4561,4561,4561,4561,
SQUEEZE,22,2,mid,2590,0.9284801204354655,3.0,1.0,0.4,0.5,900,863,0.9284801204354655,0.9284801204354655,0.9284801204354655,0.9284801204354655,863,863,863,863,
TRENDBURST,16,4,high,2116,0.9284712033107988,3.0,1.0,0.4,0.5,900,705,0.9284712033107988,0.9284712033107988,0.9284712033107988,0.9284712033107988,705,705,705,705,
TRENDBURST,19,2,low,6613,0.9284696515241027,3.0,1.0,0.4,0.5,900,2204,0.9284696515241027,0.9284696515241027,0.9284696515241027,0.9284696515241027,2204,2204,2204,2204,
NEUTRAL,13,1,mid,7269,0.9282094374498738,3.0,1.0,0.4,0.5,900,2423,0.9282094374498738,0.9282094374498738,0.9282094374498738,0.9282094374498738,2423,2423,2423,2423,
SQUEEZE,4,1,low,5675,0.927942364608404,3.0,1.0,0.4,0.5,900,1892,0.927942364608404,0.927942364608404,0.927942364608404,0.927942364608404,1892,1892,1892,1892,
BREAKOUT,5,0,high,7611,0.9277816326159471,3.0,1.0,0.4,0.5,900,2537,0.9277816326159471,0.9277816326159471,0.9277816326159471,0.9277816326159471,2537,2537,2537,2537,
TRENDBURST,21,3,xhigh,718,0.9276625218242265,3.0,1.0,0.4,0.5,900,239,0.9276625218242265,0.9276625218242265,0.9276625218242265,0.9276625218242265,239,239,239,239,
NEUTRAL,20,0,low,15992,0.9276543795188914,3.0,1.0,0.4,0.5,900,5331,0.9276543795188914,0.9276543795188914,0.9276543795188914,0.9276543795188914,5331,5331,5331,5331,
NEUTRAL,10,3,high,9922,0.9276456644685386,3.0,1.0,0.4,0.5,900,3307,0.9276456644685386,0.9276456644685386,0.9276456644685386,0.9276456644685386,3307,3307,3307,3307,
BREAKOUT,20,3,low,7466,0.9274315874372996,3.0,1.0,0.4,0.5,900,2489,0.9274315874372996,0.9274315874372996,0.9274315874372996,0.9274315874372996,2489,2489,2489,2489,
BREAKOUT,19,2,low,12397,0.9273078354478692,3.0,1.0,0.4,0.5,900,4132,0.9273078354478692,0.9273078354478692,0.9273078354478692,0.9273078354478692,4132,4132,4132,4132,
NEUTRAL,23,3,high,12650,0.9270579767961877,3.0,1.0,0.4,0.5,900,4217,0.9270579767961877,0.9270579767961877,0.9270579767961877,0.9270579767961877,4217,4217,4217,4217,
BREAKOUT,8,3,high,6867,0.9259892351076829,3.0,1.0,0.4,0.5,900,2289,0.9259892351076829,0.9259892351076829,0.9259892351076829,0.9259892351076829,2289,2289,2289,2289,
TRENDBURST,7,0,mid,1326,0.9258197203617403,3.0,1.0,0.4,0.5,900,442,0.9258197203617403,0.9258197203617403,0.9258197203617403,0.9258197203617403,442,442,442,442,
BREAKOUT,23,3,mid,3132,0.9257115213180658,3.0,1.0,0.4,0.5,900,1044,0.9257115213180658,0.9257115213180658,0.9257115213180658,0.9257115213180658,1044,1044,1044,1044,
TRENDBURST,9,1,low,5565,0.9256930881224846,3.0,1.0,0.4,0.5,900,1855,0.9256930881224846,0.9256930881224846,0.9256930881224846,0.9256930881224846,1855,1855,1855,1855,
TRENDBURST,10,1,high,1748,0.9256772431123804,3.0,1.0,0.4,0.5,900,583,0.9256772431123804,0.9256772431123804,0.9256772431123804,0.9256772431123804,583,583,583,583,
BREAKOUT,18,4,low,11977,0.9250982493413026,3.0,1.0,0.4,0.5,900,3992,0.9250982493413026,0.9250982493413026,0.9250982493413026,0.9250982493413026,3992,3992,3992,3992,
SQUEEZE,21,2,mid,1693,0.9250800221196636,3.0,1.0,0.4,0.5,900,564,0.9250800221196636,0.9250800221196636,0.9250800221196636,0.9250800221196636,564,564,564,564,
NEUTRAL,4,3,high,13298,0.9247868611922437,3.0,1.0,0.4,0.5,900,4433,0.9247868611922437,0.9247868611922437,0.9247868611922437,0.9247868611922437,4433,4433,4433,4433,
NEUTRAL,4,2,mid,4560,0.9247793699286211,3.0,1.0,0.4,0.5,900,1520,0.9247793699286211,0.9247793699286211,0.9247793699286211,0.9247793699286211,1520,1520,1520,1520,
BREAKOUT,7,3,high,7215,0.9246663417479453,3.0,1.0,0.4,0.5,900,2405,0.9246663417479453,0.9246663417479453,0.9246663417479453,0.9246663417479453,2405,2405,2405,2405,
NEUTRAL,3,1,high,12777,0.9244197005112891,3.0,1.0,0.4,0.5,900,4259,0.9244197005112891,0.9244197005112891,0.9244197005112891,0.9244197005112891,4259,4259,4259,4259,
TRENDBURST,21,4,high,1271,0.9239146689968207,3.0,1.0,0.4,0.5,900,424,0.9239146689968207,0.9239146689968207,0.9239146689968207,0.9239146689968207,424,424,424,424,
BREAKOUT,14,1,low,18059,0.9237817787190356,3.0,1.0,0.4,0.5,900,6020,0.9237817787190356,0.9237817787190356,0.9237817787190356,0.9237817787190356,6020,6020,6020,6020,
NEUTRAL,7,4,high,10998,0.9237817648415501,3.0,1.0,0.4,0.5,900,3666,0.9237817648415501,0.9237817648415501,0.9237817648415501,0.9237817648415501,3666,3666,3666,3666,
BREAKOUT,7,4,mid,4572,0.9237720665255668,3.0,1.0,0.4,0.5,900,1524,0.9237720665255668,0.9237720665255668,0.9237720665255668,0.9237720665255668,1524,1524,1524,1524,
TRENDBURST,10,3,mid,1336,0.9236254100663587,3.0,1.0,0.4,0.5,900,445,0.9236254100663587,0.9236254100663587,0.9236254100663587,0.9236254100663587,445,445,445,445,
TRENDBURST,19,4,mid,1261,0.92361378060542,3.0,1.0,0.4,0.5,900,420,0.92361378060542,0.92361378060542,0.92361378060542,0.92361378060542,420,420,420,420,
TRENDBURST,13,1,high,1713,0.9234944303838832,3.0,1.0,0.4,0.5,900,571,0.9234944303838832,0.9234944303838832,0.9234944303838832,0.9234944303838832,571,571,571,571,
SQUEEZE,20,3,mid,936,0.9227244592068681,3.0,1.0,0.4,0.5,900,312,0.9227244592068681,0.9227244592068681,0.9227244592068681,0.9227244592068681,312,312,312,312,
TRENDBURST,13,0,low,5251,0.9226680868436594,3.0,1.0,0.4,0.5,900,1750,0.9226680868436594,0.9226680868436594,0.9226680868436594,0.9226680868436594,1750,1750,1750,1750,
NEUTRAL,19,3,mid,4409,0.9224982683172819,3.0,1.0,0.4,0.5,900,1470,0.9224982683172819,0.9224982683172819,0.9224982683172819,0.9224982683172819,1470,1470,1470,1470,
NEUTRAL,20,1,mid,5407,0.9221463801561637,3.0,1.0,0.4,0.5,900,1802,0.9221463801561637,0.9221463801561637,0.9221463801561637,0.9221463801561637,1802,1802,1802,1802,
BREAKOUT,8,0,low,16556,0.9218510009893184,3.0,1.0,0.4,0.5,900,5519,0.9218510009893184,0.9218510009893184,0.9218510009893184,0.9218510009893184,5519,5519,5519,5519,
TRENDBURST,23,1,mid,2035,0.9217539236936201,3.0,1.0,0.4,0.5,900,678,0.9217539236936201,0.9217539236936201,0.9217539236936201,0.9217539236936201,678,678,678,678,
SQUEEZE,19,4,low,3993,0.9216572746176054,3.0,1.0,0.4,0.5,900,1331,0.9216572746176054,0.9216572746176054,0.9216572746176054,0.9216572746176054,1331,1331,1331,1331,
NEUTRAL,9,0,mid,7206,0.9207565836055784,3.0,1.0,0.4,0.5,900,2402,0.9207565836055784,0.9207565836055784,0.9207565836055784,0.9207565836055784,2402,2402,2402,2402,
SQUEEZE,0,4,high,245,0.9206878612620688,3.0,1.0,0.4,0.5,900,82,0.9206878612620688,0.9206878612620688,0.9206878612620688,0.9206878612620688,82,82,82,82,
NEUTRAL,19,0,high,13431,0.920614309586947,3.0,1.0,0.4,0.5,900,4477,0.920614309586947,0.920614309586947,0.920614309586947,0.920614309586947,4477,4477,4477,4477,
TRENDBURST,1,2,xhigh,223,0.9205629182476653,3.0,1.0,0.4,0.5,900,74,0.9205629182476653,0.9205629182476653,0.9205629182476653,0.9205629182476653,74,74,74,74,
TRENDBURST,14,1,low,4733,0.9202566664696167,3.0,1.0,0.4,0.5,900,1578,0.9202566664696167,0.9202566664696167,0.9202566664696167,0.9202566664696167,1578,1578,1578,1578,
BREAKOUT,20,0,xhigh,1324,0.9201824257323895,3.0,1.0,0.4,0.5,900,441,0.9201824257323895,0.9201824257323895,0.9201824257323895,0.9201824257323895,441,441,441,441,
TRENDBURST,6,0,mid,1371,0.9199116464520944,3.0,1.0,0.4,0.5,900,457,0.9199116464520944,0.9199116464520944,0.9199116464520944,0.9199116464520944,457,457,457,457,
SQUEEZE,4,3,mid,622,0.9197282941058265,3.0,1.0,0.4,0.5,900,207,0.9197282941058265,0.9197282941058265,0.9197282941058265,0.9197282941058265,207,207,207,207,
TRENDBURST,16,3,mid,1211,0.9189413426338765,3.0,1.0,0.4,0.5,900,404,0.9189413426338765,0.9189413426338765,0.9189413426338765,0.9189413426338765,404,404,404,404,
TRENDBURST,20,1,high,2111,0.9185175885971661,3.0,1.0,0.4,0.5,900,704,0.9185175885971661,0.9185175885971661,0.9185175885971661,0.9185175885971661,704,704,704,704,
TRENDBURST,16,1,high,1987,0.9184612966779273,3.0,1.0,0.4,0.5,900,662,0.9184612966779273,0.9184612966779273,0.9184612966779273,0.9184612966779273,662,662,662,662,
SQUEEZE,23,0,high,446,0.9184404760204462,3.0,1.0,0.4,0.5,900,149,0.9184404760204462,0.9184404760204462,0.9184404760204462,0.9184404760204462,149,149,149,149,
BREAKOUT,18,2,low,13659,0.9184005521326281,3.0,1.0,0.4,0.5,900,4553,0.9184005521326281,0.9184005521326281,0.9184005521326281,0.9184005521326281,4553,4553,4553,4553,
SQUEEZE,4,0,high,383,0.9183575410097303,3.0,1.0,0.4,0.5,900,128,0.9183575410097303,0.9183575410097303,0.9183575410097303,0.9183575410097303,128,128,128,128,
TRENDBURST,8,1,high,1796,0.9179075815899704,3.0,1.0,0.4,0.5,900,599,0.9179075815899704,0.9179075815899704,0.9179075815899704,0.9179075815899704,599,599,599,599,
SQUEEZE,3,3,low,5466,0.9176030213620294,3.0,1.0,0.4,0.5,900,1822,0.9176030213620294,0.9176030213620294,0.9176030213620294,0.9176030213620294,1822,1822,1822,1822,
BREAKOUT,13,3,mid,4968,0.9175302016607293,3.0,1.0,0.4,0.5,900,1656,0.9175302016607293,0.9175302016607293,0.9175302016607293,0.9175302016607293,1656,1656,1656,1656,
NEUTRAL,4,2,high,13046,0.9175046516047504,3.0,1.0,0.4,0.5,900,4349,0.9175046516047504,0.9175046516047504,0.9175046516047504,0.9175046516047504,4349,4349,4349,4349,
SQUEEZE,18,0,low,3756,0.9164151868014443,3.0,1.0,0.4,0.5,900,1252,0.9164151868014443,0.9164151868014443,0.9164151868014443,0.9164151868014443,1252,1252,1252,1252,
SQUEEZE,19,3,mid,333,0.9155959935152391,3.0,1.0,0.4,0.5,900,111,0.9155959935152391,0.9155959935152391,0.9155959935152391,0.9155959935152391,111,111,111,111,
TRENDBURST,6,3,low,6029,0.9154580303029737,3.0,1.0,0.4,0.5,900,2010,0.9154580303029737,0.9154580303029737,0.9154580303029737,0.9154580303029737,2010,2010,2010,2010,
BREAKOUT,5,3,high,7524,0.9152731203947747,3.0,1.0,0.4,0.5,900,2508,0.9152731203947747,0.9152731203947747,0.9152731203947747,0.9152731203947747,2508,2508,2508,2508,
BREAKOUT,6,3,low,14124,0.9150325514164648,3.0,1.0,0.4,0.5,900,4708,0.9150325514164648,0.9150325514164648,0.9150325514164648,0.9150325514164648,4708,4708,4708,4708,
NEUTRAL,3,2,high,12779,0.9148588978101119,3.0,1.0,0.4,0.5,900,4260,0.9148588978101119,0.9148588978101119,0.9148588978101119,0.9148588978101119,4260,4260,4260,4260,
BREAKOUT,8,4,mid,4686,0.9143300774484787,3.0,1.0,0.4,0.5,900,1562,0.9143300774484787,0.9143300774484787,0.9143300774484787,0.9143300774484787,1562,1562,1562,1562,
NEUTRAL,3,2,mid,4498,0.9141797205962143,3.0,1.0,0.4,0.5,900,1499,0.9141797205962143,0.9141797205962143,0.9141797205962143,0.9141797205962143,1499,1499,1499,1499,
BREAKOUT,11,2,low,16053,0.9139492727395301,3.0,1.0,0.4,0.5,900,5351,0.9139492727395301,0.9139492727395301,0.9139492727395301,0.9139492727395301,5351,5351,5351,5351,
NEUTRAL,0,1,high,11645,0.9136418147274639,3.0,1.0,0.4,0.5,900,3882,0.9136418147274639,0.9136418147274639,0.9136418147274639,0.9136418147274639,3882,3882,3882,3882,
TRENDBURST,14,2,mid,1412,0.9136290227887706,3.0,1.0,0.4,0.5,900,471,0.9136290227887706,0.9136290227887706,0.9136290227887706,0.9136290227887706,471,471,471,471,
NEUTRAL,11,1,low,15564,0.9135584868345762,3.0,1.0,0.4,0.5,900,5188,0.9135584868345762,0.9135584868345762,0.9135584868345762,0.9135584868345762,5188,5188,5188,5188,
TRENDBURST,11,1,high,1712,0.9129796844549349,3.0,1.0,0.4,0.5,900,571,0.9129796844549349,0.9129796844549349,0.9129796844549349,0.9129796844549349,571,571,571,571,
SQUEEZE,19,1,high,181,0.9124155804866273,3.0,1.0,0.4,0.5,900,60,0.9124155804866273,0.9124155804866273,0.9124155804866273,0.9124155804866273,60,60,60,60,
BREAKOUT,2,2,xhigh,561,0.9123075248559838,3.0,1.0,0.4,0.5,900,187,0.9123075248559838,0.9123075248559838,0.9123075248559838,0.9123075248559838,187,187,187,187,
TRENDBURST,7,4,high,2024,0.9121542174332886,3.0,1.0,0.4,0.5,900,675,0.9121542174332886,0.9121542174332886,0.9121542174332886,0.9121542174332886,675,675,675,675,
BREAKOUT,20,4,xhigh,2066,0.9116901534639184,3.0,1.0,0.4,0.5,900,689,0.9116901534639184,0.9116901534639184,0.9116901534639184,0.9116901534639184,689,689,689,689,
BREAKOUT,2,0,high,8094,0.9116034843282363,3.0,1.0,0.4,0.5,900,2698,0.9116034843282363,0.9116034843282363,0.9116034843282363,0.9116034843282363,2698,2698,2698,2698,
SQUEEZE,12,4,low,655,0.9109359583381814,3.0,1.0,0.4,0.5,900,218,0.9109359583381814,0.9109359583381814,0.9109359583381814,0.9109359583381814,218,218,218,218,
TRENDBURST,5,1,high,2360,0.9109109193337385,3.0,1.0,0.4,0.5,900,787,0.9109109193337385,0.9109109193337385,0.9109109193337385,0.9109109193337385,787,787,787,787,
TRENDBURST,14,3,high,1919,0.9108992364563036,3.0,1.0,0.4,0.5,900,640,0.9108992364563036,0.9108992364563036,0.9108992364563036,0.9108992364563036,640,640,640,640,
BREAKOUT,21,3,mid,2044,0.910428871490783,3.0,1.0,0.4,0.5,900,681,0.910428871490783,0.910428871490783,0.910428871490783,0.910428871490783,681,681,681,681,
NEUTRAL,11,4,mid,7704,0.909889116243999,3.0,1.0,0.4,0.5,900,2568,0.909889116243999,0.909889116243999,0.909889116243999,0.909889116243999,2568,2568,2568,2568,
SQUEEZE,18,1,mid,236,0.9097982854544332,3.0,1.0,0.4,0.5,900,79,0.9097982854544332,0.9097982854544332,0.9097982854544332,0.9097982854544332,79,79,79,79,
SQUEEZE,20,3,low,4591,0.9096424771005148,3.0,1.0,0.4,0.5,900,1530,0.9096424771005148,0.9096424771005148,0.9096424771005148,0.9096424771005148,1530,1530,1530,1530,
TRENDBURST,14,1,high,1727,0.9093272683029495,3.0,1.0,0.4,0.5,900,576,0.9093272683029495,0.9093272683029495,0.9093272683029495,0.9093272683029495,576,576,576,576,
NEUTRAL,0,0,mid,4297,0.9089699159360002,3.0,1.0,0.4,0.5,900,1432,0.9089699159360002,0.9089699159360002,0.9089699159360002,0.9089699159360002,1432,1432,1432,1432,
TRENDBURST,7,1,low,5217,0.9085761343106457,3.0,1.0,0.4,0.5,900,1739,0.9085761343106457,0.9085761343106457,0.9085761343106457,0.9085761343106457,1739,1739,1739,1739,
DEAD,23,0,low,1699,0.9084179813752414,3.0,1.0,0.4,0.5,900,566,0.9084179813752414,0.9084179813752414,0.9084179813752414,0.9084179813752414,566,566,566,566,
BREAKOUT,18,1,mid,3666,0.9082240454595866,3.0,1.0,0.4,0.5,900,1222,0.9082240454595866,0.9082240454595866,0.9082240454595866,0.9082240454595866,1222,1222,1222,1222,
TRENDBURST,15,0,mid,1435,0.9080086997967761,3.0,1.0,0.4,0.5,900,478,0.9080086997967761,0.9080086997967761,0.9080086997967761,0.9080086997967761,478,478,478,478,
SQUEEZE,21,1,high,1863,0.9078527383159234,3.0,1.0,0.4,0.5,900,621,0.9078527383159234,0.9078527383159234,0.9078527383159234,0.9078527383159234,621,621,621,621,
BREAKOUT,23,0,mid,3111,0.907671372196931,3.0,1.0,0.4,0.5,900,1037,0.907671372196931,0.907671372196931,0.907671372196931,0.907671372196931,1037,1037,1037,1037,
SQUEEZE,1,4,low,3623,0.9074007444287729,3.0,1.0,0.4,0.5,900,1208,0.9074007444287729,0.9074007444287729,0.9074007444287729,0.9074007444287729,1208,1208,1208,1208,
NEUTRAL,5,3,low,16172,0.9072459277080852,3.0,1.0,0.4,0.5,900,5391,0.9072459277080852,0.9072459277080852,0.9072459277080852,0.9072459277080852,5391,5391,5391,5391,
TRENDBURST,23,3,xhigh,244,0.9066920951634917,3.0,1.0,0.4,0.5,900,81,0.9066920951634917,0.9066920951634917,0.9066920951634917,0.9066920951634917,81,81,81,81,
NEUTRAL,20,4,mid,5976,0.9065218706787168,3.0,1.0,0.4,0.5,900,1992,0.9065218706787168,0.9065218706787168,0.9065218706787168,0.9065218706787168,1992,1992,1992,1992,
SQUEEZE,3,1,mid,508,0.9064434380880091,3.0,1.0,0.4,0.5,900,169,0.9064434380880091,0.9064434380880091,0.9064434380880091,0.9064434380880091,169,169,169,169,
BREAKOUT,16,1,low,16108,0.9060438337052853,3.0,1.0,0.4,0.5,900,5369,0.9060438337052853,0.9060438337052853,0.9060438337052853,0.9060438337052853,5369,5369,5369,5369,
BREAKOUT,15,4,high,7228,0.9056489666167272,3.0,1.0,0.4,0.5,900,2409,0.9056489666167272,0.9056489666167272,0.9056489666167272,0.9056489666167272,2409,2409,2409,2409,
TRENDBURST,16,2,low,5752,0.9047747248097541,3.0,1.0,0.4,0.5,900,1917,0.9047747248097541,0.9047747248097541,0.9047747248097541,0.9047747248097541,1917,1917,1917,1917,
TRENDBURST,15,1,low,5052,0.9047256162055018,3.0,1.0,0.4,0.5,900,1684,0.9047256162055018,0.9047256162055018,0.9047256162055018,0.9047256162055018,1684,1684,1684,1684,
TRENDBURST,9,2,high,1923,0.9046528954859253,3.0,1.0,0.4,0.5,900,641,0.9046528954859253,0.9046528954859253,0.9046528954859253,0.9046528954859253,641,641,641,641,
TRENDBURST,10,2,low,5973,0.9041216868069794,3.0,1.0,0.4,0.5,900,1991,0.9041216868069794,0.9041216868069794,0.9041216868069794,0.9041216868069794,1991,1991,1991,1991,
TRENDBURST,13,2,low,5005,0.9040335187913547,3.0,1.0,0.4,0.5,900,1668,0.9040335187913547,0.9040335187913547,0.9040335187913547,0.9040335187913547,1668,1668,1668,1668,
NEUTRAL,4,1,mid,4388,0.903526601818116,3.0,1.0,0.4,0.5,900,1463,0.903526601818116,0.903526601818116,0.903526601818116,0.903526601818116,1463,1463,1463,1463,
TRENDBURST,20,3,mid,1671,0.9034251517328293,3.0,1.0,0.4,0.5,900,557,0.9034251517328293,0.9034251517328293,0.9034251517328293,0.9034251517328293,557,557,557,557,
NEUTRAL,14,2,high,9474,0.902868713374313,3.0,1.0,0.4,0.5,900,3158,0.902868713374313,0.902868713374313,0.902868713374313,0.902868713374313,3158,3158,3158,3158,
SQUEEZE,3,2,low,5738,0.9028067438743546,3.0,1.0,0.4,0.5,900,1913,0.9028067438743546,0.9028067438743546,0.9028067438743546,0.9028067438743546,1913,1913,1913,1913,
SQUEEZE,7,3,low,719,0.9024582194725804,3.0,1.0,0.4,0.5,900,240,0.9024582194725804,0.9024582194725804,0.9024582194725804,0.9024582194725804,240,240,240,240,
NEUTRAL,14,2,mid,7035,0.9019894698275879,3.0,1.0,0.4,0.5,900,2345,0.9019894698275879,0.9019894698275879,0.9019894698275879,0.9019894698275879,2345,2345,2345,2345,
NEUTRAL,4,2,low,17930,0.901896841068511,3.0,1.0,0.4,0.5,900,5977,0.901896841068511,0.901896841068511,0.901896841068511,0.901896841068511,5977,5977,5977,5977,
TRENDBURST,9,2,low,5785,0.9018665954158436,3.0,1.0,0.4,0.5,900,1928,0.9018665954158436,0.9018665954158436,0.9018665954158436,0.9018665954158436,1928,1928,1928,1928,
TRENDBURST,13,1,low,4884,0.9018342992163142,3.0,1.0,0.4,0.5,900,1628,0.9018342992163142,0.9018342992163142,0.9018342992163142,0.9018342992163142,1628,1628,1628,1628,
NEUTRAL,20,1,xhigh,2146,0.901814544462154,3.0,1.0,0.4,0.5,900,715,0.901814544462154,0.901814544462154,0.901814544462154,0.901814544462154,715,715,715,715,
BREAKOUT,8,1,mid,4585,0.9015111358845377,3.0,1.0,0.4,0.5,900,1528,0.9015111358845377,0.9015111358845377,0.9015111358845377,0.9015111358845377,1528,1528,1528,1528,
